Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,688569999.6,694550000.1,265599984.5,341784999.6,96138874.41,435463580.5,82121246.69,114816658.9,-129582797.6,167764191.9,-1328336627,358918746.3,595042323.4,359910767.5,355433566,1230989560,124851458.3,847357444.5,813363384.6,2378058795,1369311616,3510644261,3014487399,3527320289,3584835058,2752356131,4316854608,10428962351,8904160691,6935492654,9383969703,9410907285,8480064190,13558595394,12246792252,23731519579,23113929288,38916430184,42995143668,31368060509,35249129408,41769515577,44368655636,31862725936,16529260803,21727907126,20746190249,24267129432,22101283577,20102651894,13052930967,28409077711,18445612444,18810718455,18309689891
Finland,FIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,18000000,25000000,37000000,13000000,35000000,68270104.62,57984170.91,48060229.2,33797154.83,27528009.75,27949721.28,99646702.73,910574.1328,84470656.84,136184676.1,112511585.5,405308277.3,273394061.1,531741374.9,490175830.8,812172838.2,-232904201.9,396369713.7,863526070.9,277840045,1450710446,752969481.7,2454075989,12514915951,7797795099,13502068645,3224710300,8094575465,5965369887,6777097342,10867806671,4639183791,21980490454,19406654259,-8826315342,12221047445,-6008929966,4930356141,-4959133089,17544672687,17579437753,5228087259,16909619227,-10529085854,16280099519,-2535610877,23579233205,13079164235,-341091562.4,2537473189
Fiji,FJI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,6400000,6500000,8500000,15699999.9,14300000,14100000,7330000,17100000,12190000,10170587.69,36334087.82,36249750.06,36827764.64,31946263.97,23314315.29,21672150.93,8032725.264,16159396.5,31602682.5,30606741.57,-30386755.88,-40188200.05,37791314.98,-3243015.356,-31281482.11,-22683100.26,-72186987.81,-60193603.13,20334035.18,-147083835.8,591375.1146,41301896.35,30672578.33,40310494.54,250597673.1,172951928.7,583975309.3,464230334.1,679220489.3,308373711,178091735.6,217158525.7,277313672,243782754,377869372.3,205373209.1,391619655.4,387602565.3,468861002.9,322282826.1,239380737.9,409894560.5,103581591.6,91017170,203985360
France,FRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,621212781.7,525655900,656666980.5,1125479247,1846644388,1563849883,977422843.6,1896159372,2471468400,2588309413,3282773278,2469631625,1585298782,1725670869,2397989219,2595492780,3255870956,5139716802,8489906284,10303924629,13183285335,15152742090,21839501253,20754044036,15797125295,23736300874,21971888803,23047924755,29518429032,45971216472,41389082665,50142053919,51550483854,42350800678,35608535813,85137061931,78957053786,83777598395,67997446905,18422928062,38889439213,44205811127,32944663318,33461592994,5063648998,43133325471,35623357280,43733253504,77493098693,53499337504,19368829836,98012545019,1.12295E+11,18051596853,52052548618
Faroe Islands,FRO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20209300,,,,,,,,,,
Gabon,GAB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-700000,15699999.9,17399999.9,15900000,79599999.9,166900000,38700000,34899999.9,56546282.41,55048465.05,31522217.03,54575942.02,131738211.4,111844131.9,8124375.431,15091384.25,110249347.8,89806044.84,132550733.9,-30532121,73457901.59,-54589233.79,126940086.2,-113715590.7,-99602904,-195496960.3,-285112515.1,-114712203.8,132605754.2,89452781.63,278061232,-100615451,1160708.31,99666154.02,313970792,326161877.9,267805000,654808577.2,693511289,635674956.8,523939106.2,1123536919,677327365.5,324032442.4,1263109047,41707702.33,1243660160,1314029330,1379070820,1553136880,1716511510,1529221080,1104592040,1150733280,1144562350
United Kingdom,GBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1487998812,1771224349,1207963191,2722732320,4373743380,3318535790,3006207709,4426545754,3787370849,6469481160,10122844316,5879375698,5413259759,5178781726,-347322544.8,5476472897,8569621722,13074923702,26430921298,27108240789,41363405439,23244186242,23011210834,19686257927,19561337402,29129258041,32412668835,51311836384,1.09818E+11,1.29892E+11,1.6413E+11,56090924809,89760582753,36011240473,87059621382,2.52653E+11,2.03636E+11,2.09515E+11,2.53454E+11,14547108445,66734551294,27012050072,46750789728,54473175400,58890445253,45333483122,3.24813E+11,1.25359E+11,-25055440307,19790761929,1.57186E+11,5055966701,44897919401,13789803776,3504720459
Georgia,GEO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,8000000,,,242500000,265300000,82300000,131466678.3,109871635.5,160398660.5,334891041.6,492732940,453107292,1171394522,1892093991,1602232456,660800885.3,920915812.7,1170087550,968196197.6,1046562195,1836879043,1735307119,1659824033,1930381395,1304024908,1397879177,544109653.9,1271256434,2286908992,2087243923,1367410807
Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,67799999.9,30600000,11500000,14400000,14270000,70869955,-18260970,19217479.38,9696236.565,-2800000,15600000,16263752,16300000,2400000,2000000,5600000,4300000,4700000,5000000,15000000,14800000,20000000,22500000,125000000,233000000,106500000,120000000,81800000,167400000,243700000,165900000,89320000,58930000,136751000,139270000,144970000,636010000,1383177930,2714916344,2372540000,2527350000,3247588000,3294520000,3227000000,3363389444,3192320531,3485333369,3254990000,2989035000,3879831470,1875782953,2533586462,1428411737,1319315615,1765552580
Gibraltar,GIB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,780000,1450000,870000,-700000,-1830000,630000,-520000,560000,-1310000,-400000,380000,700000,1110000,8400000,12850000,15680000,12330000,17860000,38770000,19690000,2720000,210000,769000,23774000,17301000,17810000,63452427,9942000,1677000,30000000,78966000,97900000,105000000,125000000,385900000,381880000,91030000,,956060000,605560000,190000,-73758603.66,53272458.42,1618447260,577590000,352760000,44400000,176350000,197610000,658300000,1314930000,1401830000
"Gambia, The",GMB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,1700000,1700000,1399999.9,1200000,100000,900000,-560000,2104763.226,12364861.6,280000,2009878.342,270000,-400000,-1700000,-500000,-1990000,1525217.664,1177623.969,13713834.32,14120000,9270433.339,6323269.186,10741221.68,9716366.67,7729249.072,10655113.98,11666476.04,23700000,49480000,43520000,35480000,42827000,18272720.34,55526319.44,53650280.02,82208102.59,78094820.96,70792382.32,39447343.71,37140887.81,36077136.08,41183457.77,68340322.38,23014092.04,71976051.7,69830172.21,64338516.04,81805006.6,71083305.87,189576190.8,251822628.8,231488000,205541473.8,232357063.9
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,-130000,,40000,,230000,,,0,0,2290000,1439999.9,820000,120000,680000,470000,2020000,2090000,5830000,3300000,430000,40000,1030000,11479110,4407140,730880,702270,395613.5963,3545253.689,4005503.687,1915633.352,8692468.09,17887123.56,18770117.49,6630074.028,18890200,26240200,25024047.39,6624917.193,19639703.8,28852727.69,18575499.45,23998591.37,15691197.95,20563818.22,71658680.34,20989721.61,18529723.35,21658003.84,25133300.82,26606180
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,-20000,,,-180000,450000,520000,2169999.9,2439999.9,5629999.9,1679999.9,500000,890258.9696,11073778.66,41324758.93,6018320.158,22301675.64,16995533.49,126924170.7,376180404.2,53451530,274768120,154296170,154499590,940741220,323391510,689779770,340914470,769146190,469506010,1242731090,-793872330,1636219630,2734000000,1975000000,985256410,582948700,167875180,1187699010,1755302290,384833210,-144465770,821413130,-9072490,561595620,1388191640,141780890,188011680
Greece,GRC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,50000000,42000000,55000000,62000000,67000000,24000000,305000000,387000000,428000000,613000000,672000000,520000000,436000000,439000000,485000000,447000000,471000000,683000000,907000000,752000000,1005000000,1135000000,1144000000,977000000,981000000,1053000000,1058000000,984000000,71200000,82701091.42,-8195469.288,2001266.562,34180546.54,1408086699,2147927927,688484256.6,5411403362,1957124444,5733447473,2766296835,532926980.5,1092191388,1662090330,2945271845,2697339246,1268938506,2698544612,3439131880,4025447789,4999635990,3303648833,6132475888,7947989003,4722066764,6453966685
Grenada,GRD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,-100000,1400000,0,0,0,1900000,2500000,2800000,4111111.111,4481481.481,14722222.22,14981481.48,10481481.48,12874074.07,15274074.07,22581481.48,20248148.15,19311111.11,19977777.78,16962962.96,33500000,48685185.19,41551851.85,57489395.58,89573443.43,77853769.58,99087992.45,126368484.2,81610825.36,102721704.3,165223965,144428158.5,108699954.4,55654134.82,85923082.65,49813748.83,130377747.9,83736824.36,154268835.2,109416203.8,153278369.8,185990696.4,208615795.6,141277504.8,152223567,162962004.8,220002714.4,225731498.5
Greenland,GRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,29399999.9,28600000,15900000,34799999.9,47399999.9,80000000,12500000,97500000,127200000,117000000,110700000,127100000,77100000,45000000,38000000,61800000,68800000,150200000,329900000,76200000,47700000,90700000,94100000,142500000,65200000,75200000,76900000,631400000,1346300000,924600000,-788600000,-936494410.4,-1016996774,19488617.6,321400000,540000000,635300000,859200000,731386670,499821250,1102460180,876760590,1399819890,1522143500,1407555280,1203355080,845786560,998344470,922397870,1170758860,1004371660,3626364530,1450072830,1650310370,1828129500
Guam,GUM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,9000000,-2439999.9,2500000,8199999.9,1360000,800000,5009999.9,-1764705.883,4019999.9,588235.2943,588235.2943,-1777777.778,4433333.335,4733333.335,4489019.519,1810974.269,-9000000,4349999.9,2100000,-2060000,7900000,12340000,146610000,69540000,106690000,74420000,59000000,52000000,44000000,46000000,67100000,56000000,43600000,26100000,30000000,76800000,102400000,152400000,178000000,164000000,198000000,246800000,277910000,200558390,237750048.6,137700000,58000000,212241105.4,1231760000,2690327776,1283062521,2236503735,-2996952015,-1135036126,8629500000
High income,HIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,9317910084,10913280620,12459467678,15640764874,18988579024,19701948478,15740113365,22267927922,27350574576,34602587071,45948388221,57416157475,54616715458,43921143592,50722464854,33540148642,72339220409,1.2841E+11,1.47738E+11,1.79629E+11,2.18829E+11,1.45773E+11,1.4562E+11,1.74249E+11,1.99321E+11,2.74244E+11,3.08086E+11,3.90373E+11,6.52701E+11,1.05249E+12,1.4286E+12,7.39933E+11,6.07842E+11,5.89354E+11,8.18802E+11,1.28324E+12,1.85986E+12,2.65222E+12,1.91389E+12,1.13568E+12,1.26786E+12,1.7169E+12,1.44674E+12,1.49714E+12,1.35126E+12,2.19258E+12,2.23053E+12,1.74525E+12,5.15557E+11,1.41349E+12,6.64153E+11,1.6974E+12,1.29882E+12,5.70475E+11,1.13438E+12
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49822078,59483393.5,110442097,271274584.7,153444422.9,377359617.8,255361829.7,273737273,477382649.1,648065889.9,710201409.3,2062785582,1236856768,1144127082,1287739696,-267220620.9,1888313590,6249829234,4978949480,2041094981,3275072300,1020860060,3887467100,6929625910,7827938820,6213362500,10460173710,11368147930,13939361336,25355410569,70495739306,31291719645,6747855221,18567357065,22194238605,40963127271,44901793969,62121011424,67035187588,54275707074,82709142976,96135081265,74887135901,76857453418,1.29847E+11,1.81047E+11,1.33259E+11,1.25717E+11,97036255479,58299361095,1.17452E+11,1.37191E+11,1.22408E+11,1.21986E+11,1.17027E+11
Honduras,HND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,8400000,7400000,3000000,6599999.9,-1150000,7000000,5250000,8900000,13150000,28200000,5800000,-3600000,13800000,21000000,20450000,27500000,30000000,38650000,48300000,51000000,43500000,52100000,47600000,26700000,34800000,50000000,90900000,121500000,99000000,237300000,349978000,309826700,287314900,390166272.9,592120092.9,601059572.2,717591908.2,966926354.3,1200798087,494497450.5,607376418.1,1042571021,1081346796,1069029263,1704790710,1316679827,1147030450,949955941.5,1442587576,955095298,236016866.2,800315953.2,758286498.8,1086111945,1309045847
Heavily indebted poor countries (HIPC),HPC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,306793998.9,143209999.6,259054984,380329998.9,377841910,513134920.6,541019849.5,421326634.5,695217442.3,694128839.6,789971792.5,754371998.3,483790872,188085491.4,203002617.8,578010393.1,-15811822.05,553089685.8,619129808.4,919883278.6,708906382.1,355549395.2,588676343.3,1219407229,1186793914,1683486035,1897157223,3333085607,4053908686,4612000892,4053413015,4685436000,5892830401,6836256857,7422180818,8173921982,10333820168,14873118483,19433535056,15646350122,23687328774,28510235840,32570848782,35188732016,29413034855,29844492524,24562923814,29665460418,28390334786,24239316285,19395552900,32602309532,27850655814,33458432140,46875227171
Croatia,HRV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,144186480.2,114440874.4,108053139.7,492528182.7,596514805.2,1004077220,1454741834,1015069997,1036758146,980784304.8,1846434012,1314179917,1814728743,3346611893,4645807617,5249620116,3069599256,1545050408,1248979436,1465100045,953913354.2,3187739083,488655917.6,1574455104,1820430355,1645992914,3978656308,1471750500,5125181839,3927390914,3341914871,4665323979
Haiti,HTI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2799999.9,3400000.001,4059985.039,6979999.995,7939993.416,2640000.001,7780000.002,8000000.002,10000000,12000000,13000000,8340000.002,7080000.001,8420000.002,4460000,4920000,4820000,4680000,10100000,9360000,8000000,-1800000,-2200000,-2800000,-2800000,7400000,4100000,4000000,10760000,30000000,13250000,4400000,5700000,13800000,5900000,26000000,160600000,74500000,29800000,55470000,178000000,119000000,156000000,161918586.3,99000000,105680000,104900000,374860000,105000000,75000000,25000000,51299000,39413200,23647920,40867400
Hungary,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,553809000,1462141210,1479165394,2349715111,1144083870,4804151332,3288936449,4164123320,3261654750,3384965975,2747712560,4058819561,3643428380,4157510420,4538099567,27489690204,18678720025,70631297039,74741370129,-2986078748,-20952692165,10563869737,10670096332,-3730081936,12880113630,-5469731522,69453473203,-12371761180,-64648352414,98265233190,1.67399E+11,33516328362,-1914414091,-70837013940,-34949042583
IBRD only,IBD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1974995750,2215354456,1754439891,3636255888,4237159396,4911047631,4054732884,3877538949,5464088365,6006549346,7164844015,9799958943,7806023146,7231278484,7691939705,9094138073,8596806232,9289040921,15832627200,15242309048,15698791493,20764025930,31514096011,49336389958,69790197662,78648248974,97972705988,1.26544E+11,1.29562E+11,1.37557E+11,1.25427E+11,1.44294E+11,1.30421E+11,1.31619E+11,1.70454E+11,2.44764E+11,2.95474E+11,4.07795E+11,4.6654E+11,3.43968E+11,5.19622E+11,5.98314E+11,5.56306E+11,6.0145E+11,5.54923E+11,5.35344E+11,4.56808E+11,4.50613E+11,5.3671E+11,4.77127E+11,4.81773E+11,6.53389E+11,5.22923E+11,3.37969E+11,3.51558E+11
IDA & IBRD total,IBT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3185749259,3228200628,2441930722,4576286187,5315430383,6386014546,5057396785,5087855049,6914468757,8072175319,8527448083,13331873315,11305460472,9615144465,9430034344,11752393359,10015078860,11812809813,19008898496,22275565390,21932530220,30993544370,44309981905,64740628589,86711691081,98196326814,1.23894E+11,1.63989E+11,1.63036E+11,1.76534E+11,1.6356E+11,1.74334E+11,1.59665E+11,1.73575E+11,2.39681E+11,3.2146E+11,4.25937E+11,5.90378E+11,6.73156E+11,4.61796E+11,6.67093E+11,7.88161E+11,7.32109E+11,7.7571E+11,7.05948E+11,6.58767E+11,5.96999E+11,5.77489E+11,6.49282E+11,6.18734E+11,5.76007E+11,8.50974E+11,6.43094E+11,4.63172E+11,4.85119E+11
IDA total,IDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,685459998.9,507999999.7,693314983.7,941949998.5,758431038.1,1039086571,1032065110,995583280.2,1067822016,1268949810,401679118.5,1676199524,1166398331,905787654.7,582625203,1430067111,486495775.5,1478005060,1421806814,3277784969,1916797530,2284086493,3237278295,4713256775,4592229365,3774968095,4437526553,5763139413,6013420066,6734077243,6600908161,7046289673,9249121784,10903488844,13575966905,18890032703,25807360299,35939070568,43844266017,35931477291,41449185436,51412007169,51178962771,53581730934,48160200814,50307107902,45259946637,51626818692,46076481338,44162192237,36441616820,51960628923,44961607969,52853474530,67082466286
IDA blend,IDB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,450409999.7,432869999.9,538149999.3,681009999.6,516042128.3,680207831.6,525820978.4,581106574,490880618.6,714326448.4,-141785794.6,1129752435,828949221,984445263.4,415214232.6,1174297433,447305408.6,1089553372,832418048.3,2157693900,1010178359,1322715225,1655455369,2577850157,2819868865,2181847158,2356256746,2227746717,2605261781,2470901702,2332971712,2190125629,4071318411,3862399041,4514348940,9574337193,12781077094,16368279900,18339673266,15454557353,13148130214,15893231429,12413124200,13137943882,13756330005,13352177178,10956434205,15395288811,11884150544,9365399320,5930524834,11078623175,9715965782,11888476873,14065859393
Indonesia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,145380000,299069999.9,253520000,581000000,182120000,1292060000,747590000,235000000,417709999.9,226000000,180000000,133000000,225000000,292000000,222000000,310000000,258000000,385000000,576000000,682000000,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963,-4550355286,-2977391857,145085548.7,-596923827.8,1896082770,8336257208,4914201435,6928480000,9318453650,4877369178,15292009411,20564938227,21200778608,23281742362,25120732060,19779127977,4541713739,20510310832,18909826044,24993551748,19175077748,21213080330,24702029705,21543358781,24107310607
IDA only,IDX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,235049999.2,75129999.8,155164984.4,260939998.9,242388909.9,358878739,506244131.9,414476706.1,576941397.4,554623361.3,543464913.1,546447088.9,337449109.8,-78657608.74,167410970.3,255769677.5,39190366.9,388451688.4,589388765.6,1120091068,906619170.6,961371268.6,1581822926,2135406618,1772360500,1593120937,2081269807,3535392697,3408158285,4263175541,4267936448,4856164044,5177803373,7041089803,9061617965,9315695510,13026283205,19570790668,25504592751,20476919938,28301055222,35518775740,38765838571,40443787051,34403870810,36954930724,34303512432,36231529882,34192330795,34796792917,30511091985,40882005748,35245642187,40964997657,53016606893
Isle of Man,IMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,45460000,47659999.9,17789999.9,37909999.9,56969999.9,-10326246.71,-7706430.543,-36060000,18090000,48570000,79159999.9,91920000,72079999.9,5639999.9,19239999.9,106090000,117730000,212319999.9,91250000,252099999.9,236690000,73537638.39,276512439,550370024.9,973271468.7,2143628110,2426057022,3577330042,2634651658,2168591054,3584217307,5128093562,5208967106,3681984671,5429250990,7269407226,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,28153031270,34576643694,44009492130,44458571546,39966091359,42117450737,50610647354,64362364994,44727277563,49940258404,28086193530,27139853378
Not classified,INX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,32000000,25000000,31000000,52000000,51200000,158169999.9,172680000,136240000,375259999.9,336680000,286449999.9,203449999.9,242009999.9,169650000,121360000,163660000,250293354.5,322476620.4,257438683.1,192759335.7,621911000,1361668000,1458175000,1077890000,856979000,1442925000,2617483000,2028797820,8862216910,18210641710,25779436150,9650920350,29323796530,22781292820,-10607612700,47001243614,22070063905,59934755383,23287686336,53974309647,37748455284,23699352433,58090414123,72540330764,1.04904E+11,2.26023E+11,79795011378,71124020352,80581468517,31252184929,35288206770,77722796051,-35575910808,-1.39972E+11,-38890993520
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,28000000,65200000,91200000,561500000,323500000,494399999.9,-101590000,345690000,909059999.9,164349999.9,80909999.9,28219999.9,-136090000,-78519999.9,42689999.9,-38149999.9,-112440000,-307630000,60539999.9,-19420000,-361950000,22590000,8500000,207550000,2000000,17000000,26000000,53000000,24000000,35000000,39000000,408118760,3519380360,2877481500,3037299840,2889191670,2317538500,2017791750,1979988010,2983421910,3648972410,4276718690,4661734400,3049945000,2105494000,2050000000,3372000000,5019000000,2373000000,1508000000,1342000000,1425000000,1500000000,1422333330,1449111110
Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-910000,-180000,-90000,-6549999.9,-8830000,-44920000,1350000,4389999.9,300000,1610000,1530000,4120000,2419999.9,-234000,-2749000,-1159999.9,918000,-4291000,-3383000,390000,-6810000,7686000,93000,803000,-30000,,-1994000,1153000,7388000,,-32000,-6656000,-326000,1000000000,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,-2335300000,-10176400000,-7574200000,-6255900000,-5032400000,-4885100000,-3075600000,-2859100000,-2637300000,-2088200000,-5363500000,-7458300000
Iceland,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4500000,19800000,2799999.9,-1500000,13199999.9,42399999.9,4500000,4200000,8100000,3100000,22300000,53000000,35800000,-23400000,13700000,23600000,8500000,2400000,-14800000,-27400000,-4803187.83,-18436099.08,8648079.003,-1174.965449,2394198.454,-9309003.234,83381484.12,148012830,154082592,66639312.89,155160734.1,163445772.3,91905493.06,335355205,755317000.4,3093680068,3876554983,6872169567,1203686965,63588140.75,256982201.7,1106958185,1024164328,472607545.8,766775539,1145767445,-1066286957,-6999892981,-622718386.3,-556463720.7,-878458464.6,400954509.2,1382537405,1886831669,2699492845
Israel,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49000000,57000000,114000000,149000000,84000000,45000000,47000000,81000000,39000000,11000000,51000000,114400000,21300000,78500000,89500000,112300000,143400000,224100000,267200000,160400000,151000000,345600000,588500000,604900000,441600000,1350300000,1397100000,1633800000,1737400000,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,14395500000,8798100000,10274200000,4606900000,6984700000,8653000000,9017300000,11842200000,6048900000,11336200000,11988000000,16892500000,21514500000,17362500000,20968700000,18949900000,22883500000,16170300000,14777900000
Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,624159999.4,549089964.6,673181132.5,673103003.1,595350461,644515567.9,109235548,1129034015,477670644.8,415373573,578156245,1124409633,615183541.1,1194907475,1313182672,1066817196,-153004673.1,4188118187,6789447589,2191462724,6440765876,2403349144,3118551015,3738910088,2208555823,4843882770,3548937154,3687266506,2640065101,6941768225,13172981900,14878086499,17239360005,19572886734,20100742902,36762073075,56995485107,65975535145,-9501579210,16607196345,9930501391,34465481830,34901033.01,19531411962,17032744039,13303439230,25656663795,8737024579,44249715319,35760550299,-17050399621,26253856510,61897757338,42019753074,21778302761
Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,162099999.9,175199999.9,97500000,73299999.9,30500000,61399999.9,-600000,-9700000,-26600000,-26400000,27700000,-11500000,-15800000,-18700000,12200000,-9000000,-4600000,53400000,-12000000,57100000,137900000,133200000,142400000,77900000,79000000,101800000,135700000,155700000,322100000,474700000,419600000,576500000,443800000,683500000,559365888,637901995.9,842342788.3,811902426.3,1376602630,485164640.1,185775630.6,172757165.4,413333448.1,544747561.8,582148741.6,924977863.7,927976719,888835228.5,774620603.1,665415555,265100553.6,320480000,318736000,491412229.3,305079506.2
